"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Bakhshipour A.E.; Dittmer U.; Haghighi A.; Nowak W.","Bakhshipour, Amin E. (55240246900); Dittmer, Ulrich (8609063700); Haghighi, Ali (30467660000); Nowak, Wolfgang (7103349955)","55240246900; 8609063700; 30467660000; 7103349955","Toward Sustainable Urban Drainage Infrastructure Planning: A Combined Multiobjective Optimization and Multicriteria Decision-Making Platform","2021","Journal of Water Resources Planning and Management","147","8","04021049","","","","16","10.1061/(ASCE)WR.1943-5452.0001389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100630760&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001389&partnerID=40&md5=26012d5c54f5e4a6e7e0b711c5fd00a4","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85100630760"
"Cimorelli L.; D'Aniello A.; Cozzolino L.","Cimorelli, Luigi (55777550700); D'Aniello, Andrea (56449240100); Cozzolino, Luca (9043271000)","55777550700; 56449240100; 9043271000","Closure to ""boosting Genetic Algorithm Performance in Pump Scheduling Problems with a Novel Decision-Variable Representation"" by Luigi Cimorelli, Andrea D'Aniello, and Luca Cozzolino","2021","Journal of Water Resources Planning and Management","147","9","07021012","","","","0","10.1061/(ASCE)WR.1943-5452.0001440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108061082&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001440&partnerID=40&md5=92f6c390cca6625d778568bd4c89d2e8","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85108061082"
"Ulanicki B.; Beaujean P.","Ulanicki, Bogumil (6602135774); Beaujean, Philippe (57223669649)","6602135774; 57223669649","Modeling Dynamic Behavior of Water Distribution Systems for Control Purposes","2021","Journal of Water Resources Planning and Management","147","8","04021043","","","","4","10.1061/(ASCE)WR.1943-5452.0001403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106024950&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001403&partnerID=40&md5=7f43e79c872a6183148ce2076c129851","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85106024950"
"Todini E.; Santopietro S.; Gargano R.; Rossman L.A.","Todini, Ezio (57203775170); Santopietro, Simone (57192178639); Gargano, Rudy (14048345300); Rossman, Lewis A. (7005519700)","57203775170; 57192178639; 14048345300; 7005519700","Pressure Flow-Based Algorithms for Pressure-Driven Analysis of Water Distribution Networks","2021","Journal of Water Resources Planning and Management","147","8","04021048","","","","4","10.1061/(ASCE)WR.1943-5452.0001401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107412043&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001401&partnerID=40&md5=68ecd60ada3691ba580c7e4da33c2ab5","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85107412043"
"Manteigas M.; Andrade-Campos A.; Antunes A.; Coelho B.","Manteigas, Marcelo (57315741600); Andrade-Campos, António (6507668318); Antunes, André (57220011127); Coelho, Bernardete (33367538000)","57315741600; 6507668318; 57220011127; 33367538000","Cost-Efficient Algorithms for a Pump Horizon Control in Water Supply System","2022","Journal of Water Resources Planning and Management","148","1","04021091","","","","1","10.1061/(ASCE)WR.1943-5452.0001491","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118192554&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001491&partnerID=40&md5=e063cedef42023e5e322c407bf67d7eb","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85118192554"
"Jun S.; Jung D.; Lansey K.E.","Jun, Sanghoon (26655735600); Jung, Donghwi (55263904900); Lansey, Kevin E. (7006358548)","26655735600; 55263904900; 7006358548","Comparison of Imputation Methods for End-User Demands in Water Distribution Systems","2021","Journal of Water Resources Planning and Management","147","12","04021080","","","","8","10.1061/(ASCE)WR.1943-5452.0001477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116072911&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001477&partnerID=40&md5=c588303cc4c609b92fe3ffae311158e8","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85116072911"
"Hooshmand F.; Jamalian M.; Mirhassani S.A.","Hooshmand, F. (56956965200); Jamalian, M. (57224111459); Mirhassani, S.A. (8599890500)","56956965200; 57224111459; 8599890500","Efficient Two-Phase Algorithm to Solve Nonconvex MINLP Model of Pump Scheduling Problem","2021","Journal of Water Resources Planning and Management","147","8","0001387","","","","0","10.1061/(ASCE)WR.1943-5452.0001387","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106993941&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001387&partnerID=40&md5=28d17489c44e0c8dfe64177fb42b9267","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85106993941"
"Waheed S.Q.; Grigg N.S.; Ramirez J.A.","Waheed, Saddam Q. (57217822908); Grigg, Neil S. (7005653169); Ramirez, Jorge A. (57222239092)","57217822908; 7005653169; 57222239092","Nonstationary-Probabilistic Framework to Assess the Water Resources System Vulnerability: Long-Term Robust Planning and Timing","2021","Journal of Water Resources Planning and Management","147","8","05021010","","","","2","10.1061/(ASCE)WR.1943-5452.0001405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106990310&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001405&partnerID=40&md5=1a82d8f349c9a559e36bd8da408c759d","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85106990310"
"Galelli S.; Nguyen H.T.T.; Turner S.W.D.; Buckley B.M.","Galelli, Stefano (33567777500); Nguyen, Hung T. T. (57201317291); Turner, Sean W. D. (56166233900); Buckley, Brendan M. (7102038796)","33567777500; 57201317291; 56166233900; 7102038796","Time to Use Dendrohydrological Data in Water Resources Management?","2021","Journal of Water Resources Planning and Management","147","8","01821001","","","","3","10.1061/(ASCE)WR.1943-5452.0001422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107285817&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001422&partnerID=40&md5=f3af095841b5b35b1fafcca1ebde4de3","American Society of Civil Engineers (ASCE)","Review","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85107285817"
"Kandi A.; Moghimi M.; Tahani M.; Derakhshan S.","Kandi, Ali (57218912475); Moghimi, Mahdi (14025809800); Tahani, Mojtaba (35345853000); Derakhshan, Shahram (23090232800)","57218912475; 14025809800; 35345853000; 23090232800","Efficiency Increase in Water Transmission Systems Using Optimized Selection of Parallel Pumps Running as Turbines","2021","Journal of Water Resources Planning and Management","147","10","04021065","","","","2","10.1061/(ASCE)WR.1943-5452.0001430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111434252&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001430&partnerID=40&md5=11369b26be82dbaa540b0223fa0f8a8b","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85111434252"
"Rizvi S.; Rustum R.; Giustolisi O.; Wright G.; Arthur S., Prof.; Berardi L.","Rizvi, Syed (57203435529); Rustum, Rabee (18635519000); Giustolisi, Orazio (13907989600); Wright, Grant (7402848986); Arthur, Scott (7006837914); Berardi, Luigi (13906997500)","57203435529; 18635519000; 13907989600; 7402848986; 7006837914; 13906997500","Effects of Orifice Diameter and Retention Time of Local Tanks on the Reliability and Carbon Footprint of Water Distribution Networks","2021","Journal of Water Resources Planning and Management","147","11","05021023-1","","","","0","10.1061/(ASCE)WR.1943-5452.0001468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114962338&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001468&partnerID=40&md5=44c7ebda947f2ca231fd90bc3bde8515","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85114962338"
"Figuérez J.A.; González J.; Galán Á.","Figuérez, Juan Alfonso (57223032824); González, Javier (57193352394); Galán, Álvaro (35181294400)","57223032824; 57193352394; 35181294400","Metrological State Estimation Approach for Real-Time Water Volume Meter Errors Control","2021","Journal of Water Resources Planning and Management","147","10","06021011","","","","0","10.1061/(ASCE)WR.1943-5452.0001457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112390040&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001457&partnerID=40&md5=8fb3041ecbc95d392bf5b23e22b8772f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85112390040"
"Rankin D.A.; Orchard S.; Brooks A.","Rankin, Douglas A. (57214233911); Orchard, Shane (57195253899); Brooks, Alan (57316292500)","57214233911; 57195253899; 57316292500","Cumulative Impacts of Water Abstraction on a Recreational Salmon Fishery on the Rangitata River, New Zealand","2022","Journal of Water Resources Planning and Management","148","1","05021024","","","","0","10.1061/(ASCE)WR.1943-5452.0001488","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118226378&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001488&partnerID=40&md5=728312f6d1d627706fa937451da632d5","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85118226378"
"Shen J.; Chen G.; Cheng C.; Wei W.; Zhang X.; Zhang J.","Shen, Jianjian (45261490200); Chen, Guangze (57224959599); Cheng, Chuntian (58265888100); Wei, Wei (57912440800); Zhang, Xiufei (57202216763); Zhang, Jun (57196382121)","45261490200; 57224959599; 58265888100; 57912440800; 57202216763; 57196382121","Modeling of Generation Scheduling for Multiple Provincial Power Grids Using Peak-Shaving Indexes","2021","Journal of Water Resources Planning and Management","147","9","04021052","","","","3","10.1061/(ASCE)WR.1943-5452.0001424","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108739097&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001424&partnerID=40&md5=5221d8096e20b47b09b7f0880fac59e1","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85108739097"
"Kim S.; Mehrotra R.; Kim S.; Sharma A.","Kim, Seungbeom (57215494488); Mehrotra, Raj (57203234869); Kim, Seokhyeon (55890739500); Sharma, Ashish (57190818469)","57215494488; 57203234869; 55890739500; 57190818469","Assessing Countermeasure Effectiveness in Controlling Cyanobacterial Exceedance in Riverine Systems Using Probabilistic Forecasting Alternatives","2021","Journal of Water Resources Planning and Management","147","10","04021062","","","","0","10.1061/(ASCE)WR.1943-5452.0001449","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110567749&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001449&partnerID=40&md5=9b3732a0e5d7ede07c4404beafe1ef9e","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85110567749"
"Taha A.F.; Wang S.; Guo Y.; Summers T.H.; Gatsis N.; Giacomoni M.H.; Abokifa A.A.","Taha, Ahmad F. (57203241232); Wang, Shen (57205621034); Guo, Yi (57193957541); Summers, Tyler H. (25032232400); Gatsis, Nikolaos (57203229477); Giacomoni, Marcio H. (35114687100); Abokifa, Ahmed A. (56979384600)","57203241232; 57205621034; 57193957541; 25032232400; 57203229477; 35114687100; 56979384600","Revisiting the Water Quality Sensor Placement Problem: Optimizing Network Observability and State Estimation Metrics","2021","Journal of Water Resources Planning and Management","147","7","04021040","","","","8","10.1061/(ASCE)WR.1943-5452.0001374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105793836&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001374&partnerID=40&md5=89bc8439f7c4ac438ee0c679629d4be6","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85105793836"
"Meyer D.; He M.; Gibson J.","Meyer, David (57224221392); He, Matthew (57224210302); Gibson, John (56662305900)","57224221392; 57224210302; 56662305900","Discussion of ""dynamic Pressure-Dependent Simulation of Water Distribution Networks Considering Volume-Driven Demands Based on Noniterative Application of EPANET 2"" by P. Sivakumar, Nikolai B. Gorev, Tiku T. Tanyimboh, Inna F. Kodzhespirova, C. R. Suribabu, and T. R. Neelakantan","2021","Journal of Water Resources Planning and Management","147","8","1428","","","","0","10.1061/(ASCE)WR.1943-5452.0001428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107299517&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001428&partnerID=40&md5=34879332ebcdcac41567fbeffc4edf77","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85107299517"
"Xu W.; Meng F.; Guo W.; Li X.; Fu G.","Xu, Wei (56456892100); Meng, Fanlin (57189492952); Guo, Weisi (57215504567); Li, Xia (57192494658); Fu, Guangtao (55499297600)","56456892100; 57189492952; 57215504567; 57192494658; 55499297600","Deep Reinforcement Learning for Optimal Hydropower Reservoir Operation","2021","Journal of Water Resources Planning and Management","147","8","04021045","","","","7","10.1061/(ASCE)WR.1943-5452.0001409","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106183353&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001409&partnerID=40&md5=ec89986da90d23a437ead7068b9acdb8","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85106183353"
"Anupoju V.; Kambhammettu B.V.N.P.; Regonda S.K.","Anupoju, Varaprasad (57218167044); Kambhammettu, B.V.N.P. (41761598500); Regonda, Satish K. (6505577334)","57218167044; 41761598500; 6505577334","Role of Short-Term Weather Forecast Horizon in Irrigation Scheduling and Crop Water Productivity of Rice","2021","Journal of Water Resources Planning and Management","147","8","05021009","","","","5","10.1061/(ASCE)WR.1943-5452.0001406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106583858&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001406&partnerID=40&md5=4876078c381f8b7831089250f34ede81","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85106583858"
"Shapira N.; Ayalon O.; Ostfeld A.; Farber Y.; Housh M.","Shapira, Naama (8221102100); Ayalon, Ofira (6603616947); Ostfeld, Avi (7005595203); Farber, Yair (57140491900); Housh, Mashor (43261326600)","8221102100; 6603616947; 7005595203; 57140491900; 43261326600","Cybersecurity in Water Sector: Stakeholders Perspective","2021","Journal of Water Resources Planning and Management","147","8","05021008","","","","4","10.1061/(ASCE)WR.1943-5452.0001400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106063699&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001400&partnerID=40&md5=de441d674c3b20b5f5bbc501fe2c98d7","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85106063699"
"Liao S.; Liu Z.; Liu B.; Wu X.; Cheng C.; Su H.","Liao, Shengli (12782177400); Liu, Zhanwei (57221434555); Liu, Benxi (55544747900); Wu, Xinyu (36086770400); Cheng, Chuntian (58265888100); Su, Huaying (56709128300)","12782177400; 57221434555; 55544747900; 36086770400; 58265888100; 56709128300","Short-Term Hydro Scheduling Considering Multiple Units Sharing a Common Tunnel and Crossing Vibration Zones Constraints","2021","Journal of Water Resources Planning and Management","147","10","04021063","","","","6","10.1061/(ASCE)WR.1943-5452.0001438","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111004949&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001438&partnerID=40&md5=8f9eff4ada908f703250532334e9779f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85111004949"
"Stillinger T.; Costello C.; Bales R.C.; Dozier J.","Stillinger, Timbo (57194406483); Costello, Christopher (57203032191); Bales, Roger C. (7006524822); Dozier, Jeff (57211101068)","57194406483; 57203032191; 7006524822; 57211101068","Reservoir Operators React to Uncertainty in Snowmelt Runoff Forecasts","2021","Journal of Water Resources Planning and Management","147","10","06021010","","","","2","10.1061/(ASCE)WR.1943-5452.0001437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110647782&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001437&partnerID=40&md5=77f3a5c03d2b19303b65a1496e71cad4","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85110647782"
"Walski T.","Walski, Thomas (35270422800)","35270422800","Discussion of ""regularization of an inverse problem for parameter estimation in water distribution systems"" by alexander waldron, filippo pecci, and ivan stoianov","2021","Journal of Water Resources Planning and Management","147","12","07021020","","","","2","10.1061/(ASCE)WR.1943-5452.0001489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117343727&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001489&partnerID=40&md5=c38efca534950e69881c8dc7fa178cc7","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85117343727"
"Wang Y.; Too Yok K.; Wu W.; Simpson A.R.; Weyer E.; Manzie C.","Wang, Ye (57188713034); Too Yok, Kevin (57223435442); Wu, Wenyan (56637302000); Simpson, Angus R. (7402780493); Weyer, Erik (56023323500); Manzie, Chris (12791337200)","57188713034; 57223435442; 56637302000; 7402780493; 56023323500; 12791337200","Minimizing Pumping Energy Cost in Real-Time Operations of Water Distribution Systems Using Economic Model Predictive Control","2021","Journal of Water Resources Planning and Management","147","7","04021042","","","","6","10.1061/(ASCE)WR.1943-5452.0001399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105856175&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001399&partnerID=40&md5=984bd21774f2c2cafc9832674377dc8f","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85105856175"
"Mirchi A.; Glodzik K.; Sukop M.C.","Mirchi, Ali (43261607600); Glodzik, Katie (57195722221); Sukop, Michael C. (6602473067)","43261607600; 57195722221; 6602473067","Managing Water Stress and Climate Risk in South Florida","2022","Journal of Water Resources Planning and Management","148","1","02021001","","","","0","10.1061/(ASCE)WR.1943-5452.0001479","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118310200&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001479&partnerID=40&md5=597fa4cf226c368d65bba794f4b5747c","American Society of Civil Engineers (ASCE)","Note","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85118310200"
"Liu M.; Yang J.; Zheng W.; Fan E.","Liu, Mingyang (57208207224); Yang, Jin (56985263300); Zheng, Wei (56714467900); Fan, Endong (57207777585)","57208207224; 56985263300; 56714467900; 57207777585","Using Novel Complex-Efficient FastICA Blind Deconvolution Method for Urban Water Pipe Leak Localization in the Presence of Branch Noise","2021","Journal of Water Resources Planning and Management","147","10","04021072","","","","3","10.1061/(ASCE)WR.1943-5452.0001453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112864165&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001453&partnerID=40&md5=a25e0aec25adfda4256c6919eda963e5","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85112864165"
"Li G.; Lu J.; Yang R.; Cheng C.","Li, Gang (56203761000); Lu, Jia (57202589350); Yang, Rui (57226517533); Cheng, Chuntian (7404796475)","56203761000; 57202589350; 57226517533; 7404796475","IGDT-Based Medium-Term Optimal Cascade Hydropower Operation in Multimarket with Hydrologic and Economic Uncertainties","2021","Journal of Water Resources Planning and Management","147","10","05021015","","","","3","10.1061/(ASCE)WR.1943-5452.0001444","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110567858&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001444&partnerID=40&md5=d975e96b25fb4d5ee7551ff6aaee1aaa","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85110567858"
"Feldman D.R.; Tadić J.M.; Arnold W.; Schwarz A.","Feldman, Daniel R. (57195574170); Tadić, Jovan M. (6602792843); Arnold, Wyatt (57210394387); Schwarz, Andrew (56343350500)","57195574170; 6602792843; 57210394387; 56343350500","Establishing a Range of Extreme Precipitation Estimates in California for Planning in the Face of Climate Change","2021","Journal of Water Resources Planning and Management","147","9","04021056","","","","4","10.1061/(ASCE)WR.1943-5452.0001410","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112123830&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001410&partnerID=40&md5=17c3127eea94be480224e0a0803bd28c","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85112123830"
"Mitrovic D.; Novara D.; García Morillo J.; Rodríguez Díaz J.A.; Mc Nabola A.","Mitrovic, Djordje (57222168439); Novara, Daniele (57203354272); García Morillo, Jorge (56410641900); Rodríguez Díaz, Juan Antonio (8551332200); Mc Nabola, Aonghus (23035686600)","57222168439; 57203354272; 56410641900; 8551332200; 23035686600","Prediction of Global Efficiency and Economic Viability of Replacing PRVs with Hydraulically Regulated Pump-as-Turbines at Instrumented Sites within Water Distribution Networks","2022","Journal of Water Resources Planning and Management","148","1","04021089","","","","2","10.1061/(ASCE)WR.1943-5452.0001483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118226343&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001483&partnerID=40&md5=4195f290085efb06a1d14be7a739f98c","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85118226343"
"Mohan S.; Abhijith G.R.","Mohan, S. (7202613888); Abhijith, G.R. (57205879870)","7202613888; 57205879870","Closure to ""hydraulic Analysis of Intermittent Water-Distribution Networks Considering Partial-Flow Regimes"" by S. Mohan and G. R. Abhijith","2021","Journal of Water Resources Planning and Management","147","11","07021019","","","","0","10.1061/(ASCE)WR.1943-5452.0001472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114454746&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001472&partnerID=40&md5=476852411715ddf81b9918095e4995fe","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85114454746"
"Hyun Kim S.","Hyun Kim, Sang (57224535813)","57224535813","Inverse Flow Analysis for Multiple Controls in Pipeline Systems","2021","Journal of Water Resources Planning and Management","147","8","04021051","","","","0","10.1061/(ASCE)WR.1943-5452.0001425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107885184&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001425&partnerID=40&md5=2d0447724e23a99adaa3323a1eaf5ec0","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85107885184"
"Tran H.; Setunge S.; Shi L.","Tran, Huu (57208870988); Setunge, Sujeeva (57517380600); Shi, Long (36985806000)","57208870988; 57517380600; 36985806000","Markov Chain-Based Inspection and Maintenance Model for Stormwater Pipes","2021","Journal of Water Resources Planning and Management","147","11","04021077","","","","3","10.1061/(ASCE)WR.1943-5452.0001469","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114196994&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001469&partnerID=40&md5=504fef4f3a591cc3ab6e1292f4ef8342","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85114196994"
"Ozdemir O.N.","Ozdemir, Osman N. (7102426326)","7102426326","Discussion of ""influence of Dead-End Sections of Drinking Water Distribution Networks on Optimization of Booster Chlorination Systems"" by Ahmed A. Abokifa, Abhilasha Maheshwari, Ravindra D. Gudi, and Pratim Biswas","2021","Journal of Water Resources Planning and Management","147","11","07021015","","","","0","10.1061/(ASCE)WR.1943-5452.0001450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113829850&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001450&partnerID=40&md5=d7be81b8f9a9e5d1d1c4948a6fad1318","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85113829850"
"Yassin M.; Asfaw A.; Speight V.; Shucksmith J.D.","Yassin, Mohammed (57223361998); Asfaw, Alemayehu (57192113811); Speight, Vanessa (6506844351); Shucksmith, James D. (15754878800)","57223361998; 57192113811; 6506844351; 15754878800","Evaluation of Data-Driven and Process-Based Real-Time Flow Forecasting Techniques for Informing Operation of Surface Water Abstraction","2021","Journal of Water Resources Planning and Management","147","7","04021037","","","","3","10.1061/(ASCE)WR.1943-5452.0001397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105722997&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001397&partnerID=40&md5=101e08ab8d5f085ac1d69607bb72f9ce","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85105722997"
"Fontana N.; Marini G.; Creaco E.","Fontana, N. (24721333100); Marini, G. (23485764200); Creaco, E. (56037591400)","24721333100; 23485764200; 56037591400","Comparison of PAT Installation Layouts for Energy Recovery from Water Distribution Networks","2021","Journal of Water Resources Planning and Management","147","12","04021083","","","","4","10.1061/(ASCE)WR.1943-5452.0001480","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116226537&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001480&partnerID=40&md5=b8603b3d24bcdce391619c1f9953b772","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85116226537"
"Costa L.H.M.; De Athayde Prata B.","Costa, Luis Henrique Magalhães (57198867206); De Athayde Prata, Bruno (57200302347)","57198867206; 57200302347","Discussion of ""boosting Genetic Algorithm Performance in Pump Scheduling Problems with a Novel Decision-Variable Representation"" by Luigi Cimorelli, Andrea D'Aniello, and Luca Cozzolino","2021","Journal of Water Resources Planning and Management","147","9","07021011","","","","0","10.1061/(ASCE)WR.1943-5452.0001439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108102202&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001439&partnerID=40&md5=416dd05ce3acf5bee156de02959ec2d9","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85108102202"
"Abbasi Moghaddam V.; Tabesh M.","Abbasi Moghaddam, Vahid (57223200823); Tabesh, Massoud (7801559065)","57223200823; 7801559065","Sampling Design of Hydraulic and Quality Model Calibration Based on a Global Sensitivity Analysis Method","2021","Journal of Water Resources Planning and Management","147","7","04021035","","","","2","10.1061/(ASCE)WR.1943-5452.0001390","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105218000&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001390&partnerID=40&md5=7a9fd0821a368314f9ad18cf9299045d","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85105218000"
"De Silva Manikkuwahandi T.; Hornberger G.M.","De Silva Manikkuwahandi, Thushara (57223357081); Hornberger, George M. (7005737153)","57223357081; 7005737153","Deriving Reservoir Cascade Operation Rules for Variable Streamflows by Optimizing Hydropower Generation and Irrigation Water Delivery","2021","Journal of Water Resources Planning and Management","147","7","05021007","","","","4","10.1061/(ASCE)WR.1943-5452.0001372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105721782&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001372&partnerID=40&md5=2adb810b14eb91fe05c649e7ae2fad6c","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85105721782"
"Costa V.; Silva A.; Palmier L.R.; Sampaio J.","Costa, Veber (56079815000); Silva, André (57684315600); Palmier, Luiz Rafael (35324961700); Sampaio, Júlio (57221851327)","56079815000; 57684315600; 35324961700; 57221851327","Assessing the Propagation from Meteorological to Hydrological Drought in the São Francisco River Catchment with Standardized Indexes: Exploratory Analysis, Influential Factors, and Forecasting Strategies","2021","Journal of Water Resources Planning and Management","147","11","05021020","","","","1","10.1061/(ASCE)WR.1943-5452.0001464","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113823195&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001464&partnerID=40&md5=8cd6f37ee3719f7716a6aa510692a192","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85113823195"
