"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Luo J.; Ji Y.; Lu W.","Luo, Jiannan (37120577500); Ji, Yefei (56956149100); Lu, Wenxi (12140530100)","37120577500; 56956149100; 12140530100","Comparison of Surrogate Models Based on Different Sampling Methods for Groundwater Remediation","2019","Journal of Water Resources Planning and Management","145","5","04019015","","","","18","10.1061/(ASCE)WR.1943-5452.0001062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062618755&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001062&partnerID=40&md5=b4aa6bf717c0a4f7e089f2b62c92b3b3","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85062618755"
"Chandy S.E.; Rasekh A.; Barker Z.A.; Ehsan Shafiee M.","Chandy, Sarin E. (57194659538); Rasekh, Amin (26040962000); Barker, Zachary A. (57189354633); Ehsan Shafiee, M. (55847193600)","57194659538; 26040962000; 57189354633; 55847193600","Cyberattack detection using deep generative models with variational inference","2019","Journal of Water Resources Planning and Management","145","2","04018093","","","","20","10.1061/(ASCE)WR.1943-5452.0001007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057260149&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001007&partnerID=40&md5=87e744a917b07b3cccb0b0c6c0e70438","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85057260149"
"Luchner J.; Riegels N.D.; Bauer-Gottwein P.","Luchner, Jakob (56339915600); Riegels, Niels D. (36603198800); Bauer-Gottwein, Peter (15922356000)","56339915600; 36603198800; 15922356000","Benefits of Cooperation in Transnational Water-Energy Systems","2019","Journal of Water Resources Planning and Management","145","5","05019007","","","","5","10.1061/(ASCE)WR.1943-5452.0001047","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062172667&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001047&partnerID=40&md5=431b09f7594d3771935274f0242f92e7","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85062172667"
"Sowby R.B.","Sowby, Robert B. (56736830000)","56736830000","Correlation of energy management policies with lower energy use in public water systems","2018","Journal of Water Resources Planning and Management","144","11","06018007","","","","9","10.1061/(ASCE)WR.1943-5452.0001006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052280917&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001006&partnerID=40&md5=4ffcc9b3d38bf7cabc41f3020990ef1d","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85052280917"
"Côté P.; Arsenault R.","Côté, Pascal (7102219924); Arsenault, Richard (52263165300)","7102219924; 52263165300","Efficient implementation of sampling stochastic dynamic programming algorithm for multireservoir management in the hydropower sector","2019","Journal of Water Resources Planning and Management","145","4","05019005","","","","12","10.1061/(ASCE)WR.1943-5452.0001050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060608456&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001050&partnerID=40&md5=d15878fb1c14380384b0e83533e9f32e","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85060608456"
"Marchand A.; Gendreau M.; Blais M.; Emiel G.","Marchand, Alexia (57207842890); Gendreau, Michel (7005646783); Blais, Marko (57207848943); Emiel, Grégory (34876551600)","57207842890; 7005646783; 57207848943; 34876551600","Efficient Tabu Search Procedure for Short-Term Planning of Large-Scale Hydropower Systems","2019","Journal of Water Resources Planning and Management","145","7","04019025","","","","7","10.1061/(ASCE)WR.1943-5452.0001064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065043847&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001064&partnerID=40&md5=51ce7008f423c21bd56c100e5e8a97fa","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85065043847"
"Lifshitz R.; Ostfeld A.","Lifshitz, Ron (57194657914); Ostfeld, Avi (7005595203)","57194657914; 7005595203","Clustering for real-time response to water distribution system contamination event intrusions","2019","Journal of Water Resources Planning and Management","145","2","04018091","","","","7","10.1061/(ASCE)WR.1943-5452.0001031","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057131914&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001031&partnerID=40&md5=68d3c13107def82b94293f9e31b89dcd","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85057131914"
"Mason L.A.; Gronewold A.D.; Laitta M.; Gochis D.; Sampson K.; Read L.; Klyszejko E.; Kwan J.; Fry L.; Jones K.; Steeves P.; Pietroniro A.; Major M.","Mason, Lacey A. (56597586500); Gronewold, Andrew D. (24178079300); Laitta, Michael (56041899700); Gochis, David (6602948135); Sampson, Kevin (56027044100); Read, Laura (55925748300); Klyszejko, Erika (55624077600); Kwan, Judy (57207945267); Fry, Lauren (24376259800); Jones, Kimberly (55471848900); Steeves, Peter (7801597540); Pietroniro, Alain (7003843849); Major, Mike (57207950555)","56597586500; 24178079300; 56041899700; 6602948135; 56027044100; 55925748300; 55624077600; 57207945267; 24376259800; 55471848900; 7801597540; 7003843849; 57207950555","New Transboundary Hydrographic Data Set for Advancing Regional Hydrological Modeling and Water Resources Management","2019","Journal of Water Resources Planning and Management","145","6","06019004","","","","7","10.1061/(ASCE)WR.1943-5452.0001073","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063357347&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001073&partnerID=40&md5=fc51389908644d68d6052e5afafdb345","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85063357347"
"Gibson J.; Karney B.; Guo Y.","Gibson, John (56662305900); Karney, Bryan (7004449407); Guo, Yiping (55712459700)","56662305900; 7004449407; 55712459700","Predicting health risks from intrusion into drinking water pipes over time","2019","Journal of Water Resources Planning and Management","145","3","04019001","","","","7","10.1061/(ASCE)WR.1943-5452.0001039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059897984&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001039&partnerID=40&md5=06a3fc88c1ab2d671f5433b9076c4864","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85059897984"
"Sankary N.; Ostfeld A.","Sankary, Nathan (56709591700); Ostfeld, Avi (7005595203)","56709591700; 7005595203","Bayesian Localization of Water Distribution System Contamination Intrusion Events Using Inline Mobile Sensor Data","2019","Journal of Water Resources Planning and Management","145","8","04019029","","","","17","10.1061/(ASCE)WR.1943-5452.0001086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066324770&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001086&partnerID=40&md5=bbe04e9381dfa8f4a0b7aceb298b6da9","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85066324770"
"Deuerlein J.W.; Piller O.; Elhay S.; Simpson A.R.","Deuerlein, Jochen W. (23972116900); Piller, Olivier (23091947000); Elhay, Sylvan (6603023411); Simpson, Angus R. (7402780493)","23972116900; 23091947000; 6603023411; 7402780493","Content-Based active-set method for the pressure-dependent model of water distribution systems","2019","Journal of Water Resources Planning and Management","145","1","04018082","","","","21","10.1061/(ASCE)WR.1943-5452.0001003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055023434&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001003&partnerID=40&md5=03e894cbd5f8e9b25193e6a2c11c116a","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85055023434"
"Creaco E.; Walski T.","Creaco, Enrico (56037591400); Walski, Thomas (35270422800)","56037591400; 35270422800","Operation and cost-effectiveness of local and remote RTC","2018","Journal of Water Resources Planning and Management","144","11","04018068","","","","13","10.1061/(ASCE)WR.1943-5452.0000993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060226054&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000993&partnerID=40&md5=40be777efb93332f8f907798ea1a4d96","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85060226054"
"Sörensen J.; Emilsson T.","Sörensen, J. (57408063700); Emilsson, T. (12143009300)","57408063700; 12143009300","Evaluating flood risk reduction by urban blue-green infrastructure using insurance data","2019","Journal of Water Resources Planning and Management","145","2","04018099","","","","22","10.1061/(ASCE)WR.1943-5452.0001037","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058488039&doi=10.1061%2f%28ASCE%29WR.1943-5452.0001037&partnerID=40&md5=4c8b08e807e1177259fde32a1e52fd8d","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85058488039"
"Taormina R.; Galelli S.; Tippenhauer N.O.; Salomons E.; Ostfeld A.; Eliades D.G.; Aghashahi M.; Sundararajan R.; Pourahmadi M.; Banks M.K.; Brentan B.M.; Campbell E.; Lima G.; Manzi D.; Ayala-Cabrera D.; Herrera M.; Montalvo I.; Izquierdo J.; Luvizotto E., Jr.; Chandy S.E.; Rasekh A.; Barker Z.A.; Campbell B.; Shafiee M.E.; Giacomoni M.; Gatsis N.; Taha A.; Abokifa A.A.; Haddad K.; Lo C.S.; Biswas P.; Fayzul K. Pasha M.; Kc B.; Somasundaram S.L.; Housh M.; Ohar Z.","Taormina, Riccardo (36609357000); Galelli, Stefano (33567777500); Tippenhauer, Nils Ole (35106192100); Salomons, Elad (8683860000); Ostfeld, Avi (7005595203); Eliades, Demetrios G. (15057672400); Aghashahi, Mohsen (57207669943); Sundararajan, Raanju (57194655778); Pourahmadi, Mohsen (6602704243); Banks, M. Katherine (7102259800); Brentan, B.M. (55898255600); Campbell, Enrique (56020499100); Lima, G. (57217834414); Manzi, D. (57194646658); Ayala-Cabrera, D. (36859418700); Herrera, M. (35210396100); Montalvo, I. (23969308100); Izquierdo, J. (7102685422); Luvizotto, E. (6505901432); Chandy, Sarin E. (57194659538); Rasekh, Amin (26040962000); Barker, Zachary A. (57189354633); Campbell, Bruce (57194649358); Shafiee, M. Ehsan (36188902500); Giacomoni, Marcio (35114687100); Gatsis, Nikolaos (57203229477); Taha, Ahmad (57203241232); Abokifa, Ahmed A. (56979384600); Haddad, Kelsey (57189703257); Lo, Cynthia S. (36786289800); Biswas, Pratim (14031049800); Fayzul K. Pasha, M. (57188874295); Kc, Bijay (57194650706); Somasundaram, Saravanakumar Lakshmanan (57194658419); Housh, Mashor (43261326600); Ohar, Ziv (36188502800)","36609357000; 33567777500; 35106192100; 8683860000; 7005595203; 15057672400; 57207669943; 57194655778; 6602704243; 7102259800; 55898255600; 56020499100; 57217834414; 57194646658; 36859418700; 35210396100; 23969308100; 7102685422; 6505901432; 57194659538; 26040962000; 57189354633; 57194649358; 36188902500; 35114687100; 57203229477; 57203241232; 56979384600; 57189703257; 36786289800; 14031049800; 57188874295; 57194650706; 57194658419; 43261326600; 36188502800","Battle of the Attack Detection Algorithms: Disclosing cyber attacks on water distribution networks","2018","Journal of Water Resources Planning and Management","144","8","04018048","","","","108","10.1061/(ASCE)WR.1943-5452.0000969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048347536&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000969&partnerID=40&md5=074158ecf13bf43cd694b3b020ec3ff2","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85048347536"
"Chik L.; Albrecht D.; Kodikara J.","Chik, Li (56915002800); Albrecht, David (35815566200); Kodikara, Jayantha (15033530200)","56915002800; 35815566200; 15033530200","Modeling failures in water mains using the minimum monthly antecedent precipitation index","2018","Journal of Water Resources Planning and Management","144","4","06018004","","","","3","10.1061/(ASCE)WR.1943-5452.0000926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042073930&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000926&partnerID=40&md5=17186cc8f6df2e6d6adf522903d5f6ff","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85042073930"
"Coelho B.; Andrade-Campos A.","Coelho, Bernardete (33367538000); Andrade-Campos, Antonio (6507668318)","33367538000; 6507668318","Energy recovery in water networks: Numerical decision support tool for optimal site and selection of micro turbines","2018","Journal of Water Resources Planning and Management","144","3","04018004","","","","18","10.1061/(ASCE)WR.1943-5452.0000894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040540063&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000894&partnerID=40&md5=064f4cca510589438b33a6187f6b5ccc","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85040540063"
"Gupta R.; Sayyed M.A.H.A.; Tanyimboh T.T.","Gupta, Rajesh (16144007800); Sayyed, M.A.H. Abdy (56521532100); Tanyimboh, Tiku T. (6603247597)","16144007800; 56521532100; 6603247597","Discussion of ""New pressure-driven approach for modeling water distribution networks"" by Herman A. Mahmoud, Dragan Savić, and Zoran Kapelan","2018","Journal of Water Resources Planning and Management","144","6","07018006","","","","4","10.1061/(asce)wr.1943-5452.0000932","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044029319&doi=10.1061%2f%28asce%29wr.1943-5452.0000932&partnerID=40&md5=8dbd951e01649e5a487de2fe5982e9bc","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85044029319"
"Marques G.F.; Tilmant A.","Marques, Guilherme Fernandes (7006311209); Tilmant, Amaury (15822801300)","7006311209; 15822801300","Cost distribution of environmental flow demands in a large-scale multireservoir system","2018","Journal of Water Resources Planning and Management","144","6","04018024","","","","4","10.1061/(ASCE)WR.1943-5452.0000936","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045322515&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000936&partnerID=40&md5=458368050a8394ec5c673c147472ee83","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85045322515"
"Desreumaux Q.; Côté P.; Leconte R.","Desreumaux, Quentin (56358177700); Côté, Pascal (7102219924); Leconte, Robert (6701606331)","56358177700; 7102219924; 6701606331","Comparing model-based and model-free streamflow simulation approaches to improve hydropower reservoir operations","2018","Journal of Water Resources Planning and Management","144","3","05018002","","","","12","10.1061/(ASCE)WR.1943-5452.0000860","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040584839&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000860&partnerID=40&md5=67ffc91cc5a101735baf23839c38b031","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85040584839"
"Neelakantan T.R.; Suribabu C.R.","Neelakantan, T.R. (6603051022); Suribabu, C.R. (14822610500)","6603051022; 14822610500","Discussion of ""simultaneous optimization of operating rules and rule curves for multireservoir systems using a self-adaptive simulation-GA model"" by Ali Ahmadi Najl, Ali Haghighi, and Hossein Mohammad Vali Samani","2018","Journal of Water Resources Planning and Management","144","4","07018003","","","","1","10.1061/(ASCE)WR.1943-5452.0000892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041312989&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000892&partnerID=40&md5=3cff23fcce5e51a98a74ddfdb7ee0a89","American Society of Civil Engineers (ASCE)","Note","Final","","Scopus","2-s2.0-85041312989"
"Al-Washali T.M.; Sharma S.K.; Kennedy M.D.","Al-Washali, Taha M. (57191483677); Sharma, Saroj K. (57203101908); Kennedy, Maria D. (7402308138)","57191483677; 57203101908; 7402308138","Alternative method for nonrevenue water component assessment","2018","Journal of Water Resources Planning and Management","144","5","04018017","","","","9","10.1061/(ASCE)WR.1943-5452.0000925","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85043370531&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000925&partnerID=40&md5=ca9ebf53361d42df5260bc0881663e83","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85043370531"
"Jordán-Cuebas F.; Krogmann U.; Andrews C.J.; Senick J.A.; Hewitt E.L.; Wener R.E.; Allacci M.S.; Plotnik D.","Jordán-Cuebas, F. (57200516738); Krogmann, U. (7003626992); Andrews, C.J. (7201809349); Senick, J.A. (8397012200); Hewitt, E.L. (56544179800); Wener, R.E. (6505968187); Allacci, M. Sorensen (57189691216); Plotnik, D. (57070383600)","57200516738; 7003626992; 7201809349; 8397012200; 56544179800; 6505968187; 57189691216; 57070383600","Understanding apartment end-use water consumption in two green residential multistory buildings","2018","Journal of Water Resources Planning and Management","144","4","04018009","","","","17","10.1061/(ASCE)WR.1943-5452.0000911","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041477705&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000911&partnerID=40&md5=38dc522f110150d4629dcbf2f5e90341","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85041477705"
"Chin D.A.","Chin, David A. (7203070250)","7203070250","Delineation of wellhead protection areas containing seepage lakes","2018","Journal of Water Resources Planning and Management","144","3","04017098","","","","0","10.1061/(ASCE)WR.1943-5452.0000905","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040076990&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000905&partnerID=40&md5=5e5768276d6000875d6360772e69c554","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85040076990"
"Díaz S.; Mínguez R.; González J.","Díaz, Sarai (57188870707); Mínguez, Roberto (6602957336); González, Javier (57193352394)","57188870707; 6602957336; 57193352394","Topological state estimation in water distribution systems: Mixed-integer quadratic programming approach","2018","Journal of Water Resources Planning and Management","144","7","04018026","","","","9","10.1061/(ASCE)WR.1943-5452.0000934","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046069355&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000934&partnerID=40&md5=6000a57c39f94f17f3d4e1894225aac5","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85046069355"
"Alvarruiz F.; Alzamora F.M.; Vidal A.M.","Alvarruiz, Fernando (6504557975); Alzamora, Fernando Martínez (35368728400); Vidal, Antonio M. (7102769291)","6504557975; 35368728400; 7102769291","Efficient modeling of active control valves in water distribution systems using the loop method","2018","Journal of Water Resources Planning and Management","144","10","04018064","","","","8","10.1061/(ASCE)WR.1943-5452.0000982","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050280170&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000982&partnerID=40&md5=e161541b14f2ce5b49e29c85da0ebe6e","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85050280170"
"Khatri K.B.; Strong C.; Kochanski A.K.; Burian S.; Miller C.; Hasenyager C.","Khatri, Krishna B. (35098962600); Strong, Courtenay (7102848094); Kochanski, Adam K. (57207588886); Burian, Steven (6701688830); Miller, Craig (57196347166); Hasenyager, Candice (57202258706)","35098962600; 7102848094; 57207588886; 6701688830; 57196347166; 57202258706","Water resources criticality due to future climate change and population growth: Case of river basins in Utah, USA","2018","Journal of Water Resources Planning and Management","144","8","04018041","","","","9","10.1061/(ASCE)WR.1943-5452.0000959","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047638100&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000959&partnerID=40&md5=878c9bc833bb691bf94102a0a5c4262b","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85047638100"
"Digna R.F.; Mohamed Y.A.; van der Zaag P.; Uhlenbrook S.; van der Krogt W.; Corzo G.","Digna, Reem F. (57191494855); Mohamed, Yasir A. (56962742100); van der Zaag, Pieter (56729222000); Uhlenbrook, Stefan (7004218809); van der Krogt, Wil (6507901930); Corzo, Gerald (16416535700)","57191494855; 56962742100; 56729222000; 7004218809; 6507901930; 16416535700","Impact of water resources development on water availability for hydropower production and irrigated agriculture of the Eastern Nile basin","2018","Journal of Water Resources Planning and Management","144","5","05018007","","","","18","10.1061/(ASCE)WR.1943-5452.0000912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042172600&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000912&partnerID=40&md5=7d1e23236d07d9cec3bb58131ac83f0b","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85042172600"
"Yu Y.; Zhang S.; An A.K.; Furumai H.","Yu, Yang (57752734400); Zhang, Shangzhong (57200533946); An, Alicia Kyoungjin (57200299849); Furumai, Hiroaki (7003360137)","57752734400; 57200533946; 57200299849; 7003360137","Simple method for calculating hydraulic behavior of combined sewer overflow from rainfall event data","2018","Journal of Water Resources Planning and Management","144","10","04018061","","","","6","10.1061/(ASCE)WR.1943-5452.0000972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050276868&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000972&partnerID=40&md5=c1276e0ed6a666dba945bf7904ee2d92","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85050276868"
"Hu T.; Mao J.; Tian M.; Dai H.; Rong G.","Hu, Tengfei (55795576100); Mao, Jingqiao (15042639700); Tian, Mingming (57200073456); Dai, Huichao (7402206703); Rong, Guiwen (36119162700)","55795576100; 15042639700; 57200073456; 7402206703; 36119162700","New constraint-handling technique for evolutionary optimization of reservoir operation","2018","Journal of Water Resources Planning and Management","144","3","04017097","","","","7","10.1061/(ASCE)WR.1943-5452.0000891","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039051498&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000891&partnerID=40&md5=bcd76b029b1c4890a7f30858ad918180","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85039051498"
"Portman M.E.","Portman, Michelle E. (57207541513)","57207541513","Policy options for coastal protection: Integrating inland water management with coastal management for greater community resilience","2018","Journal of Water Resources Planning and Management","144","4","05018005","","","","8","10.1061/(ASCE)WR.1943-5452.0000913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041339819&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000913&partnerID=40&md5=53a8933d8e5e38cc9094139b90a7235f","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85041339819"
"Vasilic Z.; Stanic M.; Kapelan Z.; Ivetic D.; Prodanovic D.","Vasilic, Zeljko (56991069900); Stanic, Milos (56519638100); Kapelan, Zoran (8273940200); Ivetic, Damjan (56991035900); Prodanovic, Dusan (6602222338)","56991069900; 56519638100; 8273940200; 56991035900; 6602222338","Improved loop-flow method for hydraulic analysis of water distribution systems","2018","Journal of Water Resources Planning and Management","144","4","04018012","","","","2","10.1061/(ASCE)WR.1943-5452.0000922","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042070938&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000922&partnerID=40&md5=8029c68e5df98f88a2e1077003a16bad","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85042070938"
"Creaco E.; Signori P.; Papiri S.; Ciaponi C.","Creaco, E. (56037591400); Signori, P. (58065088000); Papiri, S. (6508098654); Ciaponi, C. (6505982662)","56037591400; 58065088000; 6508098654; 6505982662","Peak demand assessment and hydraulic analysis in WDN design","2018","Journal of Water Resources Planning and Management","144","6","04018022","","","","10","10.1061/(ASCE)WR.1943-5452.0000935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044726413&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000935&partnerID=40&md5=aab1995ef4a00eed3995b06ec23707bf","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85044726413"
"Yousefi P.; Naser G.; Mohammadi H.","Yousefi, Peyman (55841930900); Naser, Gholamreza (9839868000); Mohammadi, Hadi (15048490900)","55841930900; 9839868000; 15048490900","Surface water quality model: Impacts of influential variables","2018","Journal of Water Resources Planning and Management","144","5","04018015","","","","10","10.1061/(ASCE)WR.1943-5452.0000900","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042531636&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000900&partnerID=40&md5=46b0bcb5efa183b3a2ce1959c5ee362d","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85042531636"
"Marchi A.; Dandy G.C.; Boccelli D.L.; Rana S.M.M.","Marchi, Angela (35307313800); Dandy, Graeme C. (7004210467); Boccelli, Dominic L. (6602216194); Rana, S.M. Masud (57194655212)","35307313800; 7004210467; 6602216194; 57194655212","Assessing the observability of demand pattern multipliers in water distribution systems using algebraic and numerical derivatives","2018","Journal of Water Resources Planning and Management","144","5","04018014","","","","6","10.1061/(ASCE)WR.1943-5452.0000909","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042360462&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000909&partnerID=40&md5=9021dee2ffd03818181e5c8f44312b1c","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85042360462"
"Shafiee-Jood M.; Housh M.; Cai X.","Shafiee-Jood, Majid (55355416700); Housh, Mashor (43261326600); Cai, Ximing (7401847849)","55355416700; 43261326600; 7401847849","Hierarchical decision-modeling framework to meet environmental objectives in biofuel development","2018","Journal of Water Resources Planning and Management","144","7","04018030","","","","7","10.1061/(ASCE)WR.1943-5452.0000950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046697650&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000950&partnerID=40&md5=278c987ffe31323a13ab7922494dc892","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85046697650"
"Ashbolt S.C.; Perera B.J.C.","Ashbolt, Stephanie C. (35315526400); Perera, B.J.C. (7005616985)","35315526400; 7005616985","Multiobjective optimization of seasonal operating rules for water grids using streamflow forecast information","2018","Journal of Water Resources Planning and Management","144","4","05018003","","","","9","10.1061/(ASCE)WR.1943-5452.0000902","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040922640&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000902&partnerID=40&md5=e13cd6c61f962661818723a722625686","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85040922640"
"Jahanpour M.; Tolson B.A.; Mai J.","Jahanpour, Mohammadamin (55962617200); Tolson, Bryan A. (6602609695); Mai, Juliane (55699749600)","55962617200; 6602609695; 55699749600","PADDS algorithm assessment for biobjective water distribution system benchmark design problems","2018","Journal of Water Resources Planning and Management","144","3","04017099","","","","6","10.1061/(ASCE)WR.1943-5452.0000875","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039991962&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000875&partnerID=40&md5=4fe98f98804b418477207006bdd66085","American Society of Civil Engineers (ASCE)","Article","Final","","Scopus","2-s2.0-85039991962"
"Mahmoud H.A.; Kapelan Z.; Savić D.","Mahmoud, Herman A. (57194159444); Kapelan, Zoran (8273940200); Savić, Dragan (35580202000)","57194159444; 8273940200; 35580202000","Real-time operational response methodology for reducing failure impacts in water distribution systems","2018","Journal of Water Resources Planning and Management","144","7","04018029","","","","20","10.1061/(ASCE)WR.1943-5452.0000956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046696844&doi=10.1061%2f%28ASCE%29WR.1943-5452.0000956&partnerID=40&md5=a7baa8dd00d9fd162c53f4bf7013b0f8","American Society of Civil Engineers (ASCE)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85046696844"
